,CoC,Year,HUD,Predicted_Count,Predicted_Count_low,Predicted_Count_high,Predicted_Total,Predicted_Total_low,Predicted_Total_high
814,IL-512,2012,668,666.7658,593,744,803.93524,747,871
815,IL-512,2013,536,539.0802,479,603,649.86712,603,706
816,IL-512,2014,669,665.12936,592,739,802.075,746,867
817,IL-512,2015,619,618.36804,550,693,745.13636,692,814
818,IL-512,2016,411,420.59852,371,473,507.077,467,556
819,IL-512,2017,433,439.01008,388,493,529.1656,488,579
820,IL-513,2011,227,229.06112,205,255,242.1486,229,266
821,IL-513,2012,251,251.47412,226,278,265.66508,252,289
822,IL-513,2013,280,279.96072,252,309,295.83592,281,321
823,IL-513,2014,269,270.20176,243,299,285.54296,271,311
824,IL-513,2015,326,323.53424,293,354,341.79808,328,368
825,IL-513,2016,261,261.80076,236,289,276.55244,263,301
826,IL-513,2017,230,231.5556,208,257,244.64656,231,268
827,IL-514,2011,676,675.62228,608,745,752.97852,708,811
828,IL-514,2012,641,642.97988,578,712,716.75448,673,776
829,IL-514,2013,665,659.7718,595,725,736.02708,695,791
830,IL-514,2014,654,649.69248,586,713,724.11228,684,775
831,IL-514,2015,672,668.35812,601,734,745.13596,702,801
832,IL-514,2016,555,558.61212,500,621,623.08788,583,679
833,IL-514,2017,331,338.13088,300,380,376.99744,349,415
834,IL-515,2011,160,159.42768,142,177,173.78988,164,189
835,IL-515,2012,124,124.8066,111,139,136.08964,127,149
836,IL-515,2013,149,148.24552,132,164,161.71956,152,175
837,IL-515,2014,118,118.7864,105,133,129.552,121,142
838,IL-515,2015,122,122.70948,109,137,133.82004,125,147
839,IL-515,2016,133,132.42132,118,147,144.52728,136,157
840,IL-515,2017,108,109.07716,96,122,118.9608,111,131
841,IL-516,2011,206,206.79276,183,232,241.16912,224,264
842,IL-516,2012,210,209.96832,185,236,244.71656,227,268
843,IL-516,2013,247,244.70064,217,273,285.35504,266,310
844,IL-516,2014,256,253.71236,226,283,295.77728,276,321
845,IL-516,2015,238,236.7826,210,265,276.16812,257,301
846,IL-516,2016,157,159.8102,140,181,186.36924,171,206
847,IL-516,2017,130,133.6432,116,152,155.80044,142,173
848,IL-517,2011,444,444.78972,399,493,489.69724,460,532
849,IL-517,2012,431,431.88108,389,477,475.58388,447,514
850,IL-517,2013,451,448.31892,404,493,493.76696,466,531
851,IL-517,2014,405,405.25368,364,447,446.07172,420,482
852,IL-517,2015,388,389.70736,349,432,429.05404,402,467
853,IL-517,2016,355,357.54832,320,397,393.63256,368,428
854,IL-517,2017,360,361.3304,324,399,397.80532,374,430
855,IL-518,2011,313,312.35412,282,343,331.09804,315,358
856,IL-518,2012,263,263.53232,237,290,279.19532,265,303
857,IL-518,2013,219,222.13788,199,249,235.37884,221,261
858,IL-518,2014,218,219.965,197,245,233.08768,220,256
859,IL-518,2015,254,253.73656,229,279,268.80412,256,291
860,IL-518,2016,340,336.98616,305,368,357.05512,342,383
861,IL-518,2017,243,242.95816,219,267,257.42048,245,279
862,IL-519,2011,160,159.02244,143,174,167.36728,160,181
863,IL-519,2012,172,170.33896,154,186,179.2734,172,192
864,IL-519,2013,133,132.92436,119,147,139.92204,133,152
865,IL-519,2014,145,143.95204,130,158,151.55528,145,164
866,IL-519,2015,100,101.0074,90,114,106.28884,100,118
867,IL-519,2016,102,102.3446,91,114,107.71116,102,118
868,IL-519,2017,80,81.36156,72,92,85.69768,80,96
869,IL-520,2011,387,385.63916,345,426,429.22628,404,464
870,IL-520,2012,411,408.67644,367,451,454.58004,428,489
871,IL-520,2013,338,340.19416,304,379,378.78828,355,413
872,IL-520,2014,325,326.81912,292,363,363.81932,340,397
873,IL-520,2015,346,347.45976,311,384,386.84232,362,419
874,IL-520,2016,351,351.67056,315,391,391.59088,367,426
875,IL-520,2017,435,430.0064,388,473,478.72868,453,514
876,IN-502,2011,4609,4508.45196,4081.95,4939,5163.51692,4897,5528
877,IN-502,2012,4612,4553.10972,4136,4948,5210.37968,4950,5499.05
878,IN-502,2013,4497,4427.72252,3996,4884.05,5068.88228,4780,5456
879,IN-502,2014,4081,4089.84312,3686.95,4520,4681.94784,4401,5067
880,IN-502,2015,4197,4286.21296,3816,4822,4908.71008,4527,5425
881,IN-502,2016,4179,4194.01976,3769.95,4648,4801.64088,4504,5205
882,IN-502,2017,3655,3689.83484,3301,4123,4223.91388,3931,4628
883,IN-503,2011,1587,1588.91168,1434,1759,1728.46072,1631,1881
884,IN-503,2012,1647,1651.48108,1492,1813,1797.53336,1697,1936
885,IN-503,2013,1599,1596.65036,1443,1750,1738.17136,1644,1866
886,IN-503,2014,1890,1874.93992,1697,2062,2040.7002,1935,2205
887,IN-503,2015,1666,1672.57216,1511,1840,1820.82908,1718,1968
888,IN-503,2016,1619,1616.43052,1466,1764,1758.49484,1666,1876
889,IN-503,2017,1783,1776.50176,1608,1944,1932.72408,1833,2069
890,KS-502,2011,634,631.28304,569,697,685.63964,649,743
891,KS-502,2012,550,551.81352,497,609,599.11752,565,648
892,KS-502,2013,538,543.42352,488,603,590.12824,554,644
893,KS-502,2014,631,627.74836,567,689,681.8626,646,734
894,KS-502,2015,561,562.63152,507,620,610.97388,577,659
895,KS-502,2016,571,567.81736,512,623,616.93512,585,663
896,KS-502,2017,575,575.52824,518,633,625.12016,591,673
897,KS-503,2011,336,341.3274,305,381,366.36936,343,403
898,KS-503,2012,577,568.6484,516,619,610.58728,585,652
899,KS-503,2013,439,437.89736,395,483,470.21896,446,509
900,KS-503,2014,416,415.18984,374,458,445.83508,423,483
901,KS-503,2015,405,405.60192,365,447,435.47024,412,471
902,KS-503,2016,381,381.32664,344,422,409.47108,387,444
903,KS-503,2017,356,358.86332,322,398,385.20028,362.95,420
904,KS-505,2011,315,312.3312,279,347.05,356.16112,333,387
905,KS-505,2012,288,284.56576,254,316,324.6262,305,351
906,KS-505,2013,213,215.3968,190,242,245.69636,228,269
907,KS-505,2014,167,168.84424,149,191,192.60792,178,213
908,KS-505,2015,174,174.72904,155,196,199.2506,185,217
909,KS-505,2016,153,154.89196,136,174,176.62952,163,194
910,KS-505,2017,130,132.33648,116,150,150.92088,139,167
911,KS-507,2011,1023,1023.35252,923,1126,1105.72656,1045,1193
912,KS-507,2012,1043,1052.8696,948,1165,1137.36388,1069,1234
913,KS-507,2013,1141,1143.37868,1031,1267,1235.65256,1166,1348
914,KS-507,2014,1307,1297.458,1176,1420,1401.13572,1333,1504
915,KS-507,2015,1208,1211.96404,1090.95,1344,1309.34856,1234,1430
916,KS-507,2016,903,908.46012,818,1003,981.1582,924,1062
917,KS-507,2017,1037,1035.46408,936,1135,1118.43056,1061,1201
918,KY-500,2011,2834,2768.76708,2514,3016,3165.61872,3013,3355
919,KY-500,2012,2328,2334.41268,2106,2565,2668.27656,2502,2861
920,KY-500,2013,2392,2366.8294,2137,2604,2705.28616,2562,2919
921,KY-500,2014,2229,2244.79896,2010,2500.05,2567.1162,2397,2809
922,KY-500,2015,2119,2119.83624,1912,2329,2423.98868,2279,2595
923,KY-500,2016,2057,2065.38644,1857,2284,2360.88972,2211,2550
924,KY-500,2017,1940,1976.70316,1770,2201,2260.45192,2103,2463
925,KY-501,2011,1628,1625.96032,1470,1787,1777.78176,1679,1915
926,KY-501,2012,1532,1522.15404,1379,1665,1665.60328,1579,1783
927,KY-501,2013,1445,1442.30008,1300,1595,1578.491,1489,1716
928,KY-501,2014,1316,1319.43656,1188.95,1458,1442.9666,1358,1563
929,KY-501,2015,1161,1168.9522,1051,1297,1278.4354,1201,1395
930,KY-501,2016,1116,1125.69652,1011,1254,1231.63328,1155,1348
931,KY-501,2017,1034,1043.50596,939,1154,1141.701,1072,1236
932,KY-502,2011,1572,1559.3352,1415,1701,1687.53924,1608,1800
933,KY-502,2012,1370,1371.04344,1238,1514,1484.26992,1403,1610
934,KY-502,2013,1408,1409.32748,1272,1553,1525.49392,1443,1649.05
935,KY-502,2014,1544,1545.5488,1396,1712,1672.9162,1578,1823
936,KY-502,2015,1258,1268.90024,1145,1400.05,1373.6036,1293,1488
937,KY-502,2016,1064,1075.0042,966,1191,1163.97984,1092,1267
938,KY-502,2017,1051,1058.7094,953,1170,1146.51448,1079,1247
939,LA-500,2011,577,571.94332,512,634,667.15152,625,719
940,LA-500,2012,518,521.70888,465,582,608.46056,567,662
941,LA-500,2013,542,540.6478,482,603,630.35984,588,686
942,LA-500,2014,471,477.74168,425,535,556.98388,516,611
943,LA-500,2015,493,493.41512,440,549,575.2306,536,624
944,LA-500,2016,463,465.07868,414,518,542.57388,505,588
945,LA-500,2017,357,367.1544,324,412,428.13924,394,469
946,LA-502,2011,733,731.13312,661,804,801.87412,758,865
947,LA-502,2012,804,796.66716,720,873,874.24368,829,940
948,LA-502,2013,692,689.5532,622,760,756.32464,714,818
949,LA-502,2014,655,654.17136,589.95,724,717.3408,676,779
950,LA-502,2015,390,394.35516,353,439,432.44428,404,473
951,LA-502,2016,478,484.989,434,542,532.0118,496,584
952,LA-502,2017,349,354.70932,317,397,388.95716,362,428
953,LA-503,2011,6687,6567.71072,5721,7498.05,10045.99168,9223.95,11062
954,LA-503,2012,4903,4933.40676,4254,5679,7540.92728,6801,8432.05
955,LA-503,2013,2337,2343.73212,2031,2687,3585.10364,3265,3960
956,LA-503,2014,1981,2004.56708,1722,2321,3064.60264,2760,3440
957,LA-503,2015,1703,1714.37844,1484,1966,2621.10964,2381.95,2886
958,LA-503,2016,1626,1663.92884,1433,1907,2544.18092,2294,2806
959,LA-503,2017,1301,1314.232,1138,1517,2009.9622,1834,2245
960,LA-505,2011,227,227.37324,202,253,256.36536,239,279
961,LA-505,2012,257,254.17004,227,281,286.5728,269,309
962,LA-505,2013,200,201.02536,178,225,226.65384,211,247
963,LA-505,2014,220,219.87772,196,245,247.8138,232,270
964,LA-505,2015,191,192.56912,171,216,217.10656,202,238
965,LA-505,2016,188,188.51652,167,211,212.53092,198,232
966,LA-505,2017,185,186.45212,165,209,210.22056,195,230
967,LA-506,2011,281,279.6352,246,315,353.33036,326,385
968,LA-506,2012,276,278.451,243,317,351.98036,323,388
969,LA-506,2013,276,276.15356,242,312,349.11152,321,382
970,LA-506,2014,262,263.52136,230,299,333.13284,306,366
971,LA-506,2015,243,247.45872,216,281,312.68404,286,344
972,LA-506,2016,275,274.24444,240,310,346.57924,319,380
973,LA-506,2017,248,250.30136,219,283,316.35376,291,347
974,LA-507,2011,208,204.80208,181,229,243.5494,227,265
975,LA-507,2012,188,186.2854,164,210,221.45312,205,242
976,LA-507,2013,118,120.77392,104,138,143.58568,131,160
977,LA-507,2014,141,142.5198,124,162,169.45856,155,187
978,LA-507,2015,154,155.1252,136,176,184.44708,170,203
979,LA-507,2016,167,166.34216,146,187,197.87136,183,216
980,LA-507,2017,159,158.97148,139,180,188.96424,174,207
981,LA-508,2011,32,32.11904,27,38,36.02564,33,41
982,LA-508,2012,7,6.99848,5,9,7.85372,7,9
983,LA-508,2013,125,124.84904,110,140,140.04024,130,153
984,LA-508,2014,121,121.30464,107,137,136.05784,126,149
985,LA-508,2015,144,143.42288,127,161,160.88232,150,176
986,LA-508,2016,146,145.61596,129,163,163.32996,152,178
987,LA-508,2017,116,115.62464,102,130,129.7186,121,142
988,LA-509,2011,546,551.12824,490,616,667.26568,620,724
989,LA-509,2012,819,809.53828,723,899,980.1664,916,1056
990,LA-509,2013,936,924.46144,827,1023,1119.59936,1049,1202
991,LA-509,2014,755,762.43556,675,857,923.62708,854,1014
992,LA-509,2015,763,754.26032,675,837,913.19004,857,984
993,LA-509,2016,651,659.63148,584,740,798.84156,737,872
994,LA-509,2017,590,598.45448,530,673,724.56492,669,796
995,MA-500,2011,5476,5489.85732,4964.95,6065,5887.82672,5573,6399
996,MA-500,2012,5607,5625.86816,5093,6185,6030.20824,5718,6516.05
997,MA-500,2013,5881,5842.55624,5304,6389.05,6264.59092,5977,6724
998,MA-500,2014,5987,5975.48032,5409,6556,6408.24104,6090,6927.05
999,MA-500,2015,6492,6430.98304,5849.95,6976,6893.8118,6595,7325
1000,MA-500,2016,6240,6229.32056,5651,6812,6676.3146,6347,7174
1001,MA-500,2017,6135,6165.5082,5581.95,6760,6609.52092,6243,7113.05
1002,MA-502,2011,531,528.18948,477.95,580,567.12376,539,612
1003,MA-502,2012,414,416.05492,374,463,447.05736,421,490
1004,MA-502,2013,468,467.40776,421,516,502.06084,476,544
1005,MA-502,2014,382,388.18284,347,435,416.78912,390,460
1006,MA-502,2015,445,448.62344,402,498,481.90088,453,527
1007,MA-502,2016,541,540.81068,487,596,580.76516,550,629
1008,MA-502,2017,582,580.75568,525,640,623.65344,591,677
1009,MA-503,2011,480,474.2328,421,530,580.23156,540,629
1010,MA-503,2012,364,368.57944,325,416,450.76564,415,494
1011,MA-503,2013,514,506.88272,451,567,620.56936,578,674
1012,MA-503,2014,381,383.6536,339,432,469.236,434,513
1013,MA-503,2015,362,364.61576,321,411,446.30776,411,491
1014,MA-503,2016,394,392.1544,347,440,479.5128,444,522
1015,MA-503,2017,324,326.79588,288,368,399.63796,369,438
1016,MA-504,2011,1025,1058.5046,942,1207,1118.97908,1038,1262
1017,MA-504,2012,2444,2443.87176,2215.95,2677.05,2584.59104,2464,2788
1018,MA-504,2013,2117,2102.12972,1911,2285,2222.12184,2132,2374
1019,MA-504,2014,2690,2692.96224,2436,2962.05,2846.73548,2711,3088
1020,MA-504,2015,3002,2974.9172,2707,3234,3143.51804,3022,3359
1021,MA-504,2016,2385,2406.73568,2171,2686,2543.64608,2406,2799
1022,MA-504,2017,2311,2313.64328,2093,2547,2445.08256,2330,2653
1023,MA-505,2011,351,352.98004,316,392,385.67648,362,420
1024,MA-505,2012,374,374.5952,336.95,416,409.55056,385,446
1025,MA-505,2013,337,340.69576,305,380,372.14116,348,408
1026,MA-505,2014,349,352.41092,315,394,384.92948,360,422
1027,MA-505,2015,437,434.362,391,479,474.49572,449,513
1028,MA-505,2016,469,465.65308,419,513,508.93876,482,549
1029,MA-505,2017,352,355.83768,319,397,388.76628,363,426
1030,MA-506,2011,1315,1341.23008,1203,1500,1432.14176,1340,1581
1031,MA-506,2012,1572,1584.15464,1428,1749,1692.55516,1598,1838
1032,MA-506,2013,1657,1649.144,1496,1806,1761.8822,1679,1898
1033,MA-506,2014,1796,1786.41688,1624,1941,1907.6386,1821,2031
1034,MA-506,2015,1682,1696.6732,1532,1876,1811.08984,1709,1970
1035,MA-506,2016,1572,1570.67668,1422,1724,1677.94972,1596,1808
1036,MA-506,2017,1507,1509.16364,1367,1653,1612.3196,1530,1733
1037,MA-507,2011,192,196.28596,171,224,233.32204,213,259
1038,MA-507,2012,717,712.01472,635,794,845.92056,789,922
1039,MA-507,2013,678,680.52196,606,762,809.62564,751,884
1040,MA-507,2014,753,751.729,670,841,894.2822,832,976
1041,MA-507,2015,781,777.68648,693,867,924.57384,862,1005
1042,MA-507,2016,653,654.8526,585,730,777.85572,723,845
1043,MA-507,2017,557,559.49404,497,627,664.97308,616,726.05
1044,MA-508,2011,589,586.91664,531,646.05,635.63044,602,687
1045,MA-508,2012,534,533.98676,481,589,578.79264,546,627
1046,MA-508,2013,559,561.14928,504,622,608.29952,573,661
1047,MA-508,2014,588,589.72488,531,652,639.10716,603,693
1048,MA-508,2015,635,633.6786,571,698,686.66992,649,742
1049,MA-508,2016,594,597.94612,538,664,647.89796,609,707
1050,MA-508,2017,658,663.55116,596,737,719.11536,675,786
1051,MA-509,2011,471,473.26964,423,527,522.36936,489,571
1052,MA-509,2012,485,485.86484,436,539,536.00372,504,582
1053,MA-509,2013,535,533.93688,480,593,589.46256,554,639
1054,MA-509,2014,551,549.30536,494,607,606.19212,571,656
1055,MA-509,2015,464,467.74904,419,520,516.14696,483,562
1056,MA-509,2016,517,517.56016,466,572,570.88492,537,618
1057,MA-509,2017,530,529.03588,476,584,583.97148,550,631
1058,MA-510,2011,886,893.53528,803,993,971.29452,912,1060
1059,MA-510,2012,993,997.18748,899,1102,1083.85108,1021,1174
1060,MA-510,2013,1286,1280.62704,1159.95,1402.05,1392.16324,1321,1494
1061,MA-510,2014,1487,1475.1146,1337,1615,1603.68364,1524,1721
1062,MA-510,2015,1577,1560.24532,1416,1703,1695.878,1615,1807
1063,MA-510,2016,1206,1204.41408,1088,1324,1310.07956,1239,1413
1064,MA-510,2017,747,758.3046,680,845.05,824.30284,770.95,904
1065,MA-511,2011,1468,1480.982,1335,1646,1574.33268,1488,1726
1066,MA-511,2012,1424,1426.9636,1294,1563,1516.00144,1442,1638
1067,MA-511,2013,1690,1692.50944,1530.95,1864,1798.49152,1709,1954
1068,MA-511,2014,1643,1636.25608,1484,1787,1739.23476,1661,1864
1069,MA-511,2015,1803,1792.67948,1627,1957,1905.17292,1821,2039.05
1070,MA-511,2016,1692,1687.16428,1529,1851,1793.21376,1711,1932
1071,MA-511,2017,1109,1130.28212,1014,1257,1201.46304,1127,1315
1072,MA-515,2011,288,288.82576,259,320,310.77348,293,339
1073,MA-515,2012,307,307.3842,276,340,330.86968,312,360
1074,MA-515,2013,235,238.97708,213,268,257.25756,240,284
1075,MA-515,2014,354,352.673,318,388,379.34916,360,410
1076,MA-515,2015,406,403.33496,363,444,434.01872,412,470
1077,MA-515,2016,386,383.48928,347,421,412.75588,392,444
1078,MA-515,2017,297,298.29228,268,332,320.8686,302,351
1079,MA-516,2011,1690,1711.3104,1539,1906,1815.78904,1711,1996
1080,MA-516,2012,1872,1879.64376,1698.95,2060,1994.3872,1894,2151
1081,MA-516,2013,2652,2674.76484,2412,2968,2838.28308,2681,3103
1082,MA-516,2014,3900,3856.11104,3505.95,4218,4091.41308,3930,4430
1083,MA-516,2015,2651,2641.43332,2397,2882.05,2802.13128,2678,3009
1084,MA-516,2016,2551,2549.3512,2311,2794,2705.26856,2577,2921.05
1085,MA-516,2017,2080,2083.3908,1882,2298.05,2211.88956,2100,2406
1086,MA-517,2011,137,137.65224,123,153,146.37172,138,160
1087,MA-517,2012,145,145.40228,130,162,154.70504,146,169
1088,MA-517,2013,169,167.80556,151,185,178.4912,170,193
1089,MA-517,2014,154,154.35788,138,172,164.15344,155,179
1090,MA-517,2015,158,157.88556,142,175,168.01956,159,183
1091,MA-517,2016,165,164.43224,148,181,174.85484,166,189
1092,MA-517,2017,142,143.05308,128,160,152.1216,143,167
1093,MA-519,2011,224,223.77716,199,249,254.33416,238,276
1094,MA-519,2012,249,247.27308,221,275,281.10796,263,305
1095,MA-519,2013,251,250.78,223,279,285.27904,266,310
1096,MA-519,2014,222,223.93584,198,252,254.57184,236,279
1097,MA-519,2015,240,241.51792,214,270,274.46164,256,299
1098,MA-519,2016,243,242.89776,216,271,276.11636,258,300
1099,MA-519,2017,234,235.18628,209,263,267.39592,249,291
1100,MD-500,2011,123,122.18796,108,137,135.67492,127,148
1101,MD-500,2012,110,109.93308,97,123,122.06196,114,134
1102,MD-500,2013,76,78.07368,68,89,86.65824,79,97
1103,MD-500,2014,120,119.58976,106,134,132.6976,124,145
1104,MD-500,2015,96,97.01176,85,110,107.68724,99,119
1105,MD-500,2016,124,123.23072,109,138,136.81112,128,149
1106,MD-500,2017,118,117.48608,104,132,130.39256,122,143
1107,MD-501,2011,4094,4034.9386,3611,4481,4890.71084,4581,5285
1108,MD-501,2012,3854,3831.96096,3423,4260,4651.09296,4324,5040.05
1109,MD-501,2013,2638,2670.4206,2388,2961,3241.12492,3017,3492
1110,MD-501,2014,2567,2601.0936,2322,2901,3155.41228,2932,3436
1111,MD-501,2015,2796,2841.811,2526,3172,3447.15452,3190,3746
1112,MD-501,2016,2725,2766.29368,2455,3111,3355.5684,3092,3689
1113,MD-501,2017,2669,2675.52932,2387,2992,3247.59604,3026.95,3556
1114,MD-502,2011,243,239.2974,213,267,274.10868,257,298
1115,MD-502,2012,189,190.35148,168,214,217.882,202,239
1116,MD-502,2013,166,168.87136,148,191,193.49952,178,213
1117,MD-502,2014,223,222.41984,198,248,254.62924,237,277
1118,MD-502,2015,210,210.12404,186,235,240.68616,224,263
1119,MD-502,2016,179,180.15388,159,202,206.2732,191,226
1120,MD-502,2017,189,189.214,168,212,216.62916,201,236
1121,MD-503,2011,382,382.49944,339,430,457.77532,424,502
1122,MD-503,2012,373,374.95156,332,421,448.57732,415,490.05
1123,MD-503,2013,400,399.60208,355,446,477.6864,443,520
1124,MD-503,2014,384,383.2366,339,429,458.56644,425,500
1125,MD-503,2015,335,340.44704,300,384,407.53416,375,448
1126,MD-503,2016,390,389.90052,347,435,466.52176,434,506
1127,MD-503,2017,376,378.22632,335,424,452.622,419,493
1128,MD-504,2011,189,189.45584,167,214,223.16984,206,245
1129,MD-504,2012,230,227.2596,201,254,267.82536,250,291
1130,MD-504,2013,194,194.38184,171,218,228.96648,212,250
1131,MD-504,2014,170,173.0378,151,196,203.95764,187,225
1132,MD-504,2015,166,168.38124,148,191,198.36548,182,219
1133,MD-504,2016,214,211.69664,187,238,249.4646,232,273
1134,MD-504,2017,168,169.96776,149,192,200.2676,184,220
1135,MD-505,2011,881,873.32528,780,971,1050.60572,978,1139
1136,MD-505,2012,800,798.4104,712,887,960.839,897,1037
1137,MD-505,2013,919,906.97896,808.95,1014.05,1091.48652,1017,1190
1138,MD-505,2014,569,579.75096,514,650,697.0716,646,763
1139,MD-505,2015,745,749.48324,667,835,901.40752,836,977.05
1140,MD-505,2016,763,758.8206,677,846,912.77564,852,989
1141,MD-505,2017,609,615.03924,546.95,690,739.74424,686,808
1142,MD-506,2011,179,177.46252,159,197,196.45496,185,213
1143,MD-506,2012,167,166.0526,148,185,183.76636,172,200
1144,MD-506,2013,134,135.26136,119,152,149.68176,139,165
1145,MD-506,2014,124,125.81304,111,142,139.19144,129,153
1146,MD-506,2015,140,140.08512,124,156,155.03192,145,169
1147,MD-506,2016,136,136.31232,121,153,150.86976,141,165
1148,MD-506,2017,147,146.8904,131,164,162.56156,152,177
1149,MD-507,2011,220,218.60984,195,243,244.26736,229,265
1150,MD-507,2012,187,188.08668,167,211,210.07388,196,230
1151,MD-507,2013,234,232.1122,207,257,259.30416,244,280
1152,MD-507,2014,195,196.1112,174,219,219.17712,204,240
1153,MD-507,2015,191,190.963,170,213,213.202,199,232
1154,MD-507,2016,167,168.67252,149,189,188.38668,175,207
1155,MD-507,2017,193,193.54336,172,217,216.24144,202,237
1156,MD-508,2011,1153,1137.31948,986,1301,1688.78388,1548,1872
1157,MD-508,2012,1156,1137.02592,992,1291,1688.96544,1549,1843
1158,MD-508,2013,833,841.82992,728,967,1250.4036,1133,1387
1159,MD-508,2014,1141,1134.10008,983,1293,1684.61,1530,1855
1160,MD-508,2015,981,975.55148,847,1114,1449.6956,1322,1595
1161,MD-508,2016,464,475.10088,407,551,705.66456,635,791
1162,MD-508,2017,419,437.08744,373,506,649.18052,581,726
1163,MD-509,2011,248,249.77524,223,278,280.12184,261,306
1164,MD-509,2012,285,286.24664,256,319,321.16804,300,350
1165,MD-509,2013,275,275.48792,246,307,309.25688,289,337
1166,MD-509,2014,246,250.01604,222,280,280.45952,260,307
1167,MD-509,2015,311,310.34264,277,344,348.39016,326,377
1168,MD-509,2016,349,347.68828,311,386,389.95836,366,424
1169,MD-509,2017,309,309.4822,277,343,347.20488,325,376
1170,MD-510,2011,35,33.45284,27,41,46.0058,41,53
1171,MD-510,2012,18,17.84364,13,23,24.5678,21,29
1172,MD-510,2013,7,7.09872,4,10,9.78976,8,11
1173,MD-510,2014,13,12.98916,9,17,17.8774,15,21
1174,MD-510,2015,9,9.24184,6,12,12.70168,10,15
1175,MD-510,2016,20,19.37856,14,25,26.64784,23,31
1176,MD-510,2017,10,9.98472,7,13,13.74208,11,16
1177,MD-511,2011,85,86.06252,74,99,101.4766,93,112.05
1178,MD-511,2012,80,81.5798,70,94,96.19024,87,107
1179,MD-511,2013,87,88.59596,76,102,104.4346,95,116
1180,MD-511,2014,111,111.83092,97,127,131.94928,121,146
1181,MD-511,2015,158,156.08804,137,176,184.08476,171,201
1182,MD-511,2016,138,138.03356,121,156,162.82744,150,179
1183,MD-511,2017,153,152.16328,133,172,179.41256,166,197
1184,MD-512,2011,210,208.58348,186,233,236.75168,221,258
1185,MD-512,2012,161,162.61708,144,183,184.61476,171,203
1186,MD-512,2013,192,191.15168,170,213,216.90128,203,236
1187,MD-512,2014,107,110.67652,96,126,125.58136,115,139
1188,MD-512,2015,201,200.759,178,224,227.89252,213,248
1189,MD-512,2016,233,230.84632,206,257,262.01652,245,284
1190,MD-512,2017,208,208.75512,185,235,236.92772,220,260
1191,MD-513,2011,253,255.19428,227,286,287.75276,267,315
1192,MD-513,2012,221,224.70288,200,252,253.20732,235,278
1193,MD-513,2013,360,356.5766,320,395,401.91936,378,434
1194,MD-513,2014,336,334.77964,300,371,377.19232,354,409
1195,MD-513,2015,326,324.17008,291,359,365.23052,343,395
1196,MD-513,2016,262,263.94348,234,296,297.3996,277,327
1197,MD-513,2017,260,263.0306,234,295,296.42068,275,326
1198,MD-600,2011,772,763.57896,690,837,853.75036,809,913
1199,MD-600,2012,641,646.3864,578,720,723.077,674,791
1200,MD-600,2013,686,688.10912,617,763,769.28428,720,837
1201,MD-600,2014,659,655.85476,591,722,733.29584,691,787
1202,MD-600,2015,625,622.31512,560,687,695.87168,656,753
1203,MD-600,2016,544,544.61592,489,603,609.2402,572,660
1204,MD-600,2017,525,529.50544,475,588,592.439,554,644
1205,MD-601,2011,1141,1131.9552,1022,1244,1271.39756,1198,1363
1206,MD-601,2012,982,980.0754,881,1087,1100.56828,1033,1196
1207,MD-601,2013,1004,999.58324,903,1098,1122.36416,1059,1204
1208,MD-601,2014,891,894.2926,803,992,1004.53308,941,1090
1209,MD-601,2015,1100,1099.45036,990,1211,1234.92012,1160,1330
1210,MD-601,2016,981,988.15704,890,1089,1109.57228,1042,1195
1211,MD-601,2017,894,898.68892,808.95,994,1008.67736,946,1092
1212,ME-500,2011,2447,2485.59192,2236,2794,2627.60736,2474,2930
1213,ME-500,2012,2393,2431.32916,2184,2754,2570.73356,2417,2901
1214,ME-500,2013,3016,2997.47736,2725,3249,3167.87448,3039,3371
1215,ME-500,2014,2726,2707.98276,2466,2939,2861.80352,2747,3054
1216,ME-500,2015,2372,2387.53468,2156.95,2645,2522.56672,2393,2768.05
1217,ME-500,2016,2241,2265.31756,2048,2507,2394.26132,2265,2610
1218,ME-500,2017,2280,2297.221,2078,2534,2428.02944,2303,2641
1219,MI-500,2011,2499,2482.23824,2220,2766,2952.00092,2752,3209
1220,MI-500,2012,2255,2258.01292,2023.95,2503,2685.7894,2514,2899
1221,MI-500,2013,1806,1844.6914,1644,2052,2194.68552,2033,2378
1222,MI-500,2014,2253,2227.18212,1997,2467,2647.90764,2476,2848.05
1223,MI-500,2015,1745,1747.13568,1571,1926,2078.26964,1957,2228
1224,MI-500,2016,1466,1498.17576,1326,1681,1781.4642,1635,1955
1225,MI-500,2017,1465,1483.28744,1330,1641,1765.14964,1647,1900
1226,MI-501,2011,3138,3118.3234,2829,3399,3399.6838,3232,3627
1227,MI-501,2012,3115,3087.38472,2795,3400,3367.23008,3194,3643
1228,MI-501,2013,2789,2800.72268,2525,3092.05,3053.0582,2873,3317
1229,MI-501,2014,2755,2747.56232,2483,3020,2995.4968,2833,3226
1230,MI-501,2015,2597,2616.75896,2360,2886,2851.6004,2680,3090
1231,MI-501,2016,2335,2355.4286,2123,2611,2566.81364,2412.95,2794
1232,MI-501,2017,2078,2107.78164,1894,2331,2297.983,2151,2493
1233,MI-502,2011,482,481.45412,436,528,509.03572,485,551
1234,MI-502,2012,476,473.7122,429,520,500.90476,479,541
1235,MI-502,2013,380,381.69248,345,421,403.56428,383,437
1236,MI-502,2014,456,451.7388,410,492,477.7328,459,511
1237,MI-502,2015,333,335.44516,301,372,354.871,336,388
